"1+1 주소, 一-一住所, one plus one address",동의어 : 1+1 번지,하나의 명령어가 연산자와 데이터 주소 및 다음 명령어 주소로 구성되는 아주 단순한 명령어 체계 또는 방식. 호출 시간이 짧고 계산 속도가 빠르다.
"802.11n 무선랜 표준, -無線-標準, IEEE 802.11n","동의어 : HT(High Throughput), 와이파이 4(Wi-Fi 4), 고속 무선랜 표준","미모(MIMO) 기술과 직교 주파수 분할 다중(OFDM) 방식을 사용하여 최대 600 Mbps로 전송하는 미국 전기전자학회(IEEE)의 무선랜(WLAN) 표준. IEEE 802.11 무선랜(WLAN) WG(Working Group)에서 2009년에 제정한 표준으로 공식 명칭은 IEEE 802.11n-2009이다. 이를 줄여서 802.11n이라고 하는데 Wi-Fi(와이파이) 얼라이언스(Alliance)에서는 Wi-Fi 4라고도 한다. IEEE 802.11n은 IEEE 802.11a/g보다 전송속도, 서비스 범위 그리고 신뢰성을 향상시킨 표준이다. 2009년에 표준화가 완료된 이후 상용화가 급속히 진행되어 현재 널리 사용된다. 2.4 GHz 대역과 5 GHz 대역에서 사용할 수 있으며 최대 전송속도는 600 Mbps 이다. 전송속도 산출 근거는 4 스트림(stream) x 6 (64 QAM) x 5/6 (channel coding) x 108 부운반파(subcarrier) / 3.6 μs = 600 Mbps 이다. 전송속도를 높이기 위하여 4 x 4 MIMO 기술과 64 QAM 변조기술 그리고 40 MHz 대역폭을 이용한다. 특히 802.11a/g와 호환성을 위하여 혼합 포맷(mixed format)을 사용한다. 사용 가능한 주파수는 2.4 GHz ISM 대역과 5 GHz 대역의 U-NII-1(5.15~5.25 GHz), U-NII-2A(5.25~5.35 GHz), U-NII-2C(5.35~5.47 GHz) 그리고 U-NII-3(또는 ISM 대역, 5.725~5.850 GHz) 대역이다. 이 대역들을 이용하기 때문에 기기 사이에 충돌하지 않도록 운반파 감지 다중접속/충돌회피(CSMA/CA: Carrier Sense Multiple Access/Collision Avoidance) 프로토콜을 사용한다. 2.4 GHz 대역(2.40~2.4835 GHz)에는 블루투스(bluetooth), 지그비(zigbee), 802.11b 등 다양한 소출력 장비가 있어 혼잡하다. 반면에 5 GHz 대역은 대역폭이 수백 MHz로 매우 넓은 데다가 이 대역을 이용하는 소출력 장비가 적어 전송이 쉽다. 많은 국가가 5 GHz 대역의 U-NII 대역을 점차 확대하면서 U-NII 대역에서 WLAN 장비 사용이 계속 늘어나고 있다. 다만 U-NII-2 대역은 지속적 동적 주파수 선택(DFS: Dynamic Frequency Selection) 기능이 필요하다."
"802.11p 무선랜 표준, -無線-標準, IEEE 802.11p",,"미국 전기전자학회(IEEE)가 고속으로 이동하는 차량 간(Vehicle-to-Vehicle) 또는 차량과 노변 기지국(Road Side Unit) 사이의 무선 통신을 위해 제정한 무선랜(Wireless LAN) 표준. IEEE 802.11p 무선랜 표준은 IEEE 802.11a 무선랜 표준 기술을 토대로 지능형 교통 체계(ITS: Intelligent Transport Systems) 환경에 맞게 직교 주파수 분할 다중(OFDM: Orthogonal Frequency Division Multiplexing) 전송 규격을 수정한 표준이다. 통상 WAVE(Wireless Access in Vehicular Environments) 라고 한다. IEEE 802.11p 무선랜 표준은 1 km의 서비스 범위에서 고속으로 이동하는 차량과 노변 기지국 사이에 통신할 수 있다. 차량의 고속 이동으로 생기는 도플러(doppler) 주파수는 채널 추정 및 보상을 정교하게 처리하여 해결하고, 기존 와이파이(Wi-Fi)에서 제공하던 100 m 이내 서비스 범위를 1 km까지 확대하기 위해 OFDM 신호의 보호 구간(guard interval)을 802.11a/g/n의 0.8 ㎲ 보다 2배 긴 1.6 ㎲ 로 변경하였다. 이는 서비스 범위가 넓어지면서 다중 반사파의 지연 확산이 커지기 때문에 보호 구간을 늘려서 OFDM 신호의 인접 심벌(symbol) 간에 생길 수 있는 간섭을 줄이기 위함이다. 첨단 운전자 지원 시스템(ADAS: Advanced Driver Assistance Systems)의 발달과 함께 3GPP에서도 C-V2X(Cellular Vehicle-to-Everything) 기술을 표준화하였다. C-V2X와 IEEE 802.11p는 서로 경쟁 관계에 있다. 우리나라를 포함하여 미국 등의 국가에서는 ITS 서비스를 위한 주파수로 5.9 GHz (5.85 ~ 5.925 GHz)를 분배하고, IEEE 802.11p 규격에 맞게 세부 밴드 계획을 수립하였으나 C-V2X의 등장과 와이파이(Wi-Fi) 대역의 추가 주파수 요구 등으로 5.9 GHz 대역의 밴드 계획을 재조정할 필요가 있다."
"802.11s 무선랜 표준, -無線-標準, IEEE 802.11s",,"미국 전기 전자 학회(IEEE)에서 제정한 IEEE 802.11 무선 그물형 망(mesh network) 표준. 무선랜 접근점(AP)을 네트워크로 구성하여 애드혹(ad-hoc) 네트워크를 이용하여 서비스 영역을 확대하기 위한 기술 표준이다. 무선랜 기반 메시 네트워크는 낮은 설치 비용, 자가망 구성(self-configuration), 자동 복구(self-healing), 넓은 서비스 지역, 동적 경로 구성 등의 장점이 있다."
"802.11u 무선랜 표준, -無線-標準, IEEE 802.11u",,이동 통신 장치가 다른 통신망과 상호 접속하기 위한 IEEE 802.11 표준. 예를 들면 랩톱 컴퓨터나 다중 모드 휴대폰이 IEEE 802.11u 표준을 사용하여 핫스폿 영역에서 무선 랜(WLAN) 망에 접속할 수 있다. 그러므로 위와 같은 연동을 위하여 GAS(Generic Advertisement Service)와 ANQP(Access Network Query Protocol) 등의 네트워크 디스커버리(network discovery)와 선택을 위한 프로토콜이 사용된다.
"80-20 법칙, 八十二十-法則, 80-20 rule",,프로그램의 20% 부분이 프로그램 실행 시간의 80%를 소비하는 경향이 있다고 하는 경험 원칙. 프로그램의 효율을 향상시키기 위해서는 이 20% 부분의 개량에 중점을 두면 좋다. 0-20 법칙이라고도 한다.
"8-14 변조, -變調, Eight-to-Fourteen Modulation, EFM",,"CD 형식의 소스 데이터를 부호화하는 방식의 하나. 자기 매체는 1바이트가 8비트이고, CD-ROM과 같은 광 매체는 14비트이므로 레이저로 데이터를 읽고 저장하기 위해 디스크상의 고랑(pit)과 두둑(land)을 이용한 변조가 필요하다. 자기 매체에서 광 매체로 변환시 8비트 바이트는 14비트 바이트로 변조되고, 반대로 광매체를 읽을 때에는 14비트 광 코드가 8비트 코드로 복조된다."
"88 공개 컨소시엄, 八八公開-, 88 open consortium",,"축소 명령 집합 컴퓨터(RISC) 칩의 하나인 88,000 프로세서(모토롤라사 제품)를 워크스테이션에 채택하고 있는 제조업체들의 집단. 응용 프로그램 2진 인터페이스(ABI) 공통화 등의 활동을 하고 있으며 유니시스(Unisys)사, 데이터 제너럴(Data General)사, 모터롤라사 등이 가입하고 있다."
"8kHz 완전성, 八-完全性, 8kHz integrity",,"종합 정보 통신망(ISDN) 정보 구조(Information structure of ISDN)의 속성값으로, 정보를 8 비트(옥텟) 단위로 분리하는 8kHz 시간 정보 구조의 완전성을 의미.회선 교환 방식의 정보 전달에는 정보(예: 64kbps) 전송에 추가하여 8kHz의 시간 정보 구조(timing information structure)가 동시에 전달된다. 8kHz 완전성이 적용되는 경우는 각 사용자-망 인터페이스(UNI)에서 8kHz 시간 정보 구조가 전송되고, 이에 해당하는 125ms의 시간 간격 내에 전송된 8 비트 단위의 정보가 분리되지 않고 그대로 해당 단일 시간 간격 내에 착신 접속점에 전달되는 경우이다.&nbsp;ISDN 정보 구조의 속성값으로는 8kHz 완전성 외에 서비스 데이터 단위 완전성(SDU integrity), 시간 슬롯 순서 완전성(TSSI), 제한 차등 시간 지연 8kHz 완전성(RDTD), 비구조(unstructured) 등이다"
"8단계 잔류 측파대, 八段階殘留側波帶, 8-level Vestigial SideBand, 8-VSB",동의어 : 8레벨 잔류 측파대,"8 단계의 변조 신호 레벨과 잔류 측파대(VSB) 변조 기술을 사용한 디지털 텔레비전(TV) 전송 방식. 미국의 방송 규격을 제정하는 ATSC(Advanced Television Systems Committee)에서 정한 디지털 지상파 TV 표준 전송 방식으로, 우리나라의 지상파 디지털 TV 방송 방식도 이 기술에 근거를 두고 있다. 디지털 TV의 전송 방식은 유럽과 일본의 직교 부호화 주파수 분할 다중 방식(COFDM) 방식과 미국의 8단계 잔류 측파대(8-VSB) 방식으로 나뉜다. 미국의 8-VSB 방식은 기존 아날로그 TV와 호환하기 위해 기존의 6MHz 대역폭에19.39Mbps(동기 비트를 제외한 유효 데이터 속도는 19.28Mbps)의 속도로 데이터를 송신하며, 비디오 압축에는 엠펙-2(MPEG-2), 오디오 코딩에는 돌비 디지털 기술을 사용한다."
"8단위 부호, 八單位符號, eight unit code",,"8비트로 1문자를 표시하는 부호. 원래 영문용으로 5단위, 한글은 6단위, 틀린 글자가 없는 전송용으로 1단위를 증가시켜 7단위로 하였으나, 취급 정보 종류의 증가와 컴퓨터의 발달로 과학용으로 6단위, 사무용으로 8단위가 되었다. 8단위 부호에서 숫자는 8-4-2-1 부호, 한글 및 영문은 2진법에 패리티 검사 비트를 조합하여 사용한다. 8단위 부호는 정보 교환용 부호로서 국제 표준화 기구(ISO)가 국제적 통일을 기하고 있다."
"8바이트 정수형, 八-整數型, 8-byte integer type",,"정수값을 정확하게 표현한 것으로, 8바이트의 기억 영역을 차지하는 데이터형."
"8 비트 마이크로컴퓨터, 8-bit microcomputer",,"8비트 단어 크기를 가진 처리기를 사용하는 시스템. 컴퓨터 구조에서 8비트 정수, 메모리 주소, 다른 데이터 장치들은 8비트 너비의 영역을 갖는다. 또, 8비트 CPU, ALU 구조는 이러한 크기의 레지스터, 주소 버스, 데이터 버스에 기반을 두고 있다."
"8위상 편이 방식, 八位相偏移方式, Octal Phase Shift Keying, OPSK",,반송파의 위상을 나타내는 원주상에 같은 간격으로 배치된 8개소의 부호점상에 위상이 변화하도록 변조해서 신호 전송을 하는 위상 편이 방식(PSK).1개의 위상 변화로서 3 비트를 나타낼 수 있다.
"8자형 특성, 八字型特性, figure-8 pattern",,"루프 안테나의 지향 특성으로, 안테나면 내에 최대 이득이 있는 코사인 특성."
"90-10 법칙, 九十十-法則, 90-10 rule",,프로그램의 10% 부분이 프로그램 실행 시간의 90%를 소비하는 경향이 있다고 하는 경험 원칙. 프로그램의 효율을 향상시키기 위해서는 이 10% 부분의 개량에 중점을 두는 것이 좋다. 80-20의 법칙이라고도 한다.
"99.999, five 9s",,"컴퓨터에서 바람직한 시스템 가용성을 퍼센트(99.999%)로 나타낸 것. 시스템은 대게 고도의 가용성을 가지며, 실험에 의하면, 1년에 장애 시간이 총 5.26분 이하가 되는 경우이다. 99.999% 가용성 접근 방법으로 고도의 가용성 설계(백업 설비), 공유 콤포넌트 시스템(백업 시스템), 집단화(clustering) 방법이 있다."
"9 건너뛰기 자리올림, 九-, standing-on-nines carry",,"10진수로 표시된 수의 병렬 덧셈에서, 어떤 숫자 위치의 현재 덧셈 결과가 9일 때, 그 숫자 위치로의 자리올림을 다음의 숫자 위치로 건너뛰어 9를 0으로 바꾸는 기법."
